,Tweet,Username
394,Eight years of devotion to welfare of the people and good governance. Speaking at 'Garib Kalyan Sammelan' in Shimla. https://t.co/0VNY7pfFdz,narendramodi
395,Prof Bhim Singh Ji will be remembered as a grassroots leader who devoted his life for the welfare of Jammu and Kashmir. He was very well read and scholarly. I will always recall my interactions with him. Saddened by his demise. Condolences to his family and supporters. Om Shanti.,narendramodi
396,???? 8 ?????? ?? ????? ????? ???? ?????? ?? ???? ???? ?????? ?? ?????? ??? ???? ??? ??? ???? ??? ?? ????? ??? ??? ????? ??? ???? ?????? ??????? ??? ??? ???? ?? ??? ??????????? ?? ????? ?? ?????? ??????? ?? ???? ?? ????-????? ?? 11??? ????? ?? ???? ??????? #8YearsOfGaribKalyan https://t.co/Dk3Jx3M677,narendramodi
397,"I will be in Shimla tomorrow, 31st May, to take part in the ‘Garib Kalyan Sammelan’ which is a special initiative that deepens the connect between people and the elected representatives. The 11th instalment of PM-KISAN will also be released. https://t.co/EQS7837mWR",narendramodi
398,??????????? ?? ?? ????? ??????????? ?? ???????? ?? ??? ?? ???? ?? ??????? ???? ???? ??? https://t.co/XiytysWgKE,narendramodi
399,"We have been working with the principles of Seva, Sushasan and Garib Kalyan. Here is a thread that encapsulates some of the major initiatives and achievements over the past 8 years. #8YearsOfSeva https://t.co/M8Dsn7D68o",narendramodi
400,"NaMo App ?? #8YearsOfSeva ?? ????? ?? ??????? ?????? ??? ????? ?? Quiz, Word Search, Guess the Image Section ???? ?? ???????? ????? ?? ??? ?? ????? ?????? ?? ???? ???? ???? ???? ?? ??? ??, ??????? ???? ???? ??????? ?? ?????? ?? ?? ?? ??? ?? ??? ???? ?????? https://t.co/XKRfs34ttZ",narendramodi
401,"????? 8 ???? ?? ?????????? ?? ???? ???? ?? ??? ???? ?? ????? ????? ?????? ??? ??- ????, ?????? ?? ???? ??????? NaMo App ?? ‘????? ??????’ ?????? ?? ?? ?????? ?? ?? ???? ?????? ?? ????? ??????? 
#8YearsOfSeva https://t.co/3EPpWU610J",narendramodi
402,"There’s an unmissable section on the NaMo App which showcases #8YearsOfSeva through innovative ways including a quiz, word search, guess the image section and more. I’d urge you all, especially my young friends to have a look. 
https://t.co/5nVOcuKf0r",narendramodi
403,"The last 8 years have been about fulfilling peoples aspirations. We are committed to fulfilling our pursuit of Seva, Sushasan and Garib Kalyan. Vikas Yatra section on the NaMo App takes you through this development journey. #8YearsOfSeva https://t.co/83MahSpwr3",narendramodi
404,I fully understand the disappointment of those who couldn’t clear the Civil Services Exam but I also know that these are outstanding youngsters who will make a mark in any field they pursue and make India proud. My best wishes to them.,narendramodi
405,"Congratulations to all those who have cleared the Civil Services (Main) Examination, 2021. My best wishes to these youngsters who are embarking on their administrative careers at an important time of India’s development journey, when we are marking Azadi Ka Amrit Mahotsav.",narendramodi
406,"?????? ?? ???? ?? ??? ?? ???? ‘?????????? ????’ ???? ?????? ?? ?????? ??, ?? ?? ?? ?????? ???? ?? ?????? ?? ??? ??? ??? ??? ????? ???? ?? ?? ?? ?????? ??, ?? ????? ?? ??? ??? ??? https://t.co/efNDkdwtLn",narendramodi
407,"PM-Cares ??? ????? ??????? ?????????? ?? ???? ?? ????? ?? ????? ?? ???? ????? ?? ???? ????? ?? ???? ?? ????? ??? ???? ?? ???? ???? ???? ?? ???? ??? ?? ??, ?? ???? ?? ???? ????? ?? ??? ????? ?? ????? ????? ??? ??? https://t.co/kG9Y065Xub",narendramodi
408,"PM Cares for Children, ?????? ???????? ?? ?????? ?? ????????? ?? ???? ?? ?? ???? ?? ?????? ??, ????? ???? ?? ????, ????? ???? ???? ?? ?? ??? ?? ?? ????????? ?? ?? ?? ??????? ???? ??????????? ?? ?? ?????? ?? ??? ??? https://t.co/Ap9FzjEEGl",narendramodi
409,"On Goa Statehood Day, my greetings to the people of Goa. This is a state blessed with scenic natural beauty and industrious people. It draws people from all parts of the world. I pray that Goa continues to scale new heights of progress in the coming years.",narendramodi
410,"Driven by the Mantra of ‘Sabka Saath, Sabka Vikas, Sabka Vishwas and Sabka Prayas’, the last 8 years have shown how the people of India powered our nation to new heights of progress. India has overcome many challenges and fulfilled the aspirations of our citizens. #8YearsOfSeva https://t.co/FwUj3VQ8Sl",narendramodi
411,"?? ?? ????? ????? ???? 8 ???? ???? ?? ??? ??, ?? ??? ?? ???????????, ?????????? ?? ??? ?? ????? ?? ????????? ??? ???? ???-???? ?????, ???? ???????-???? ?????? ?? ????? ?? ???? ??? ???? ?? ??? ??? ?? ????? ?? ??? ??? #8YearsOfSeva https://t.co/qO7vcr58M2",narendramodi
412,PM-CARES for Children Scheme will support those who lost their parents to Covid-19 pandemic. https://t.co/p42sktb6xz,narendramodi
413,"At 10:30 AM tomorrow, 30th May would be releasing benefits under the PM CARES for children scheme. Through this effort, we are supporting those who lost their parents to COVID-19. https://t.co/cZ8aIDUe2P",narendramodi
414,"Guided by this year’s theme of ‘Yoga for Humanity’, let us mark Yoga Day 2022 with great enthusiasm! #MannKiBaat https://t.co/cdSEBjRwyA",narendramodi
415,During my recent Japan visit I met 3 distinguished individuals who are doing excellent work to popularise the Ramayana and Mahabharat in Japan. #MannKiBaat https://t.co/pPwv8tIb6b,narendramodi
416,"Recent images of dirt accumulating in our sacred places has pained us all. But, there are several people working tirelessly to keep our Tirth Sthals clean too. Let us get inspired by them and further the Swachh Bharat movement. #MannKiBaat https://t.co/N3liAFcYFm",narendramodi
417,I was overjoyed to get handicraft products from Tamil Nadu. The skills of our citizens is unparalleled! #MannKiBaat https://t.co/b6lzUpiWUA,narendramodi
418,Sharing this month's #MannKiBaat. Tune in. https://t.co/pa2tlSlVCD,narendramodi
419,Tune in at 11 AM. #MannKiBaat https://t.co/IJM525cFt7,narendramodi
420,"???? ???? ???? ????? ?? ???? ???, ??? ?? ??????? ??? ???? ???? ????? ?? ??? ?? ??? ???? https://t.co/7IbX1rtxyg",narendramodi
421,????? ?????? ?? ?? ?????? ???????? ?? ????????? ?? ?? ??????? ??? Competitive ????? ?? ???? ???? ??????? ???????? ?? ??? ???? ??????? ????? ?????? ?????? https://t.co/j9Iwvqi54w,narendramodi
422,???????????? ??? ???? ?? ???? ????????? ?? ?? ?? ?? ????? ???????????? ?? ?? ??????? ???? ??? ???? ???? ?????? ??? ???? ????? ?? ??? ????? ???? ??? https://t.co/ZBRhGkz3Hn,narendramodi
423,????? ?????????? ?? ??????? ?? ????? ???? ?? ?? ???? ?? ??? ???? 8 ????? ??? ???? ????????? ???? ?? ??? ??? ?? ???????? ?? ?????? ?????? ?? ???? ???? https://t.co/qVHkqkOhbw,narendramodi
424,"2014 ??? ????? ???? ?? ??? ???? ?????? ?? ??-??????? ??? ?????? ?? ??? ?? ?????????? ??????? ?? ?????? ????? ?? ??? ???? ??? ???? ???? ??? ???? ??? ?? ???? ?????????? ?? ?? ?? ??? ????? ??? ??, ?? ???? ?????????? ??? https://t.co/QliurXqGq6",narendramodi
425,Gujarat's cooperative sector has a vibrant role in state's progress. Speaking at #SahkarSeSamrudhi programme in Gandhinagar. https://t.co/vJoVMAOzhC,narendramodi
426,"Glimpses from the programme in Atkot, Gujarat where a state-of-the-art hospital was inaugurated. In the last few years, Gujarat has made admirable progress in the health sector. https://t.co/3d0WU9zIQy",narendramodi
427,"100 ??? ?? ???? ???? ??????? ???, ?????? ??????? ?? ?? ??? ??? ?? ??? ?? ?? ?????? ????? ???? ?? ?? ?????? ?? ????? ???? ?? ??? ????? ???? ??? ?? ??? ??? https://t.co/2AXZwoPrGC",narendramodi
428,?????? ??? ????? ?? ??????? ???? NDA ????? ?? ??????????? ?? 8 ??? ???? ??? ???? ?? ????? ???? ?? ????? ????????? ???? ?? ????? ???????? ?? ??? ??????… https://t.co/RMPnia78XX,narendramodi
429,????????? ??? ??? ????????? ????? ?? ????????? ???????? ???????? ?????????? ??? ?? ????? ??... https://t.co/HfYAiLlSwt,narendramodi
430,2014 ????? ????????? ?? ??? ????? ??? ?? ???????? ???????? ????? ???. ?????? 8 ??????? ???  ????? ??…. https://t.co/yLqAEh0yfv,narendramodi
431,??? ????????? ????????? ?????????? ????? ??? ?? ????? ??. https://t.co/TJRFcX67dY,narendramodi
432,Addressing a programme at Atkot. Watch. https://t.co/NiPfsl6Tq5,narendramodi
433,I look forward to being among stalwarts of the cooperative sector at the 'Sahakar Se Samriddhi' programme in Gandhinagar at 4 PM. Gujarat’s cooperative sector has played a big role in the state’s progress.,narendramodi
434,"At 10:30 AM will visit the Matushri K.D.P. Multispeciality Hospital, which would play a key role in addressing healthcare needs of people in Saurashtra.",narendramodi
435,"Will be in Gujarat today, where I will be attending programmes in Rajkot and Gandhinagar. These programmes cover key sectors such as healthcare, cooperatives and farmer welfare. https://t.co/xgbcRSAPnR",narendramodi
436,??? ????? ?? ????? ???? ??? ?????? ?? ???? ????? ?? ???????? ???????????? https://t.co/AHk7L6qBib,narendramodi
437,"Through drone technology, a qualitative difference is being brought in the lives of our farmers. https://t.co/x4qjG5Idnd",narendramodi
438,PM-SVAMITVA Yojana is a great example of how drones can help our citizens. https://t.co/GLwD03Ictb,narendramodi
439,"Vested interest groups created mindless fears against technology. In reality, technology brings much needed changes which help the poor. Our Government is using technology to further last mile delivery and saturation coverage of schemes. https://t.co/cwpyYtfLTB",narendramodi
440,"We are witnessing record enthusiasm towards drones in India. 

Drones are being harnessed to further ‘Ease of Living’ and encourage a culture of innovation. https://t.co/cP4w6sgHBG",narendramodi
441,Anguished by the bus accident in Ladakh in which we have lost our brave army personnel. My thoughts are with the bereaved families. I hope those injured recover at the earliest. All possible assistance is being given to the affected.,narendramodi
442,Thank you Tamil Nadu! Yesterday’s visit was memorable. Here are the highlights. https://t.co/hKMYDN0McR,narendramodi
443,India has the potential of becoming a global drone hub. Speaking at Bharat Drone Mahotsav in New Delhi. https://t.co/eZEMMQrRsF,narendramodi
444,"Birthday wishes to Union Minister Shri @nitin_gadkari Ji, who is playing a key role in upgrading infrastructure and making India Aatmanirbhar. Praying for his long and healthy life.",narendramodi
445,Tributes to Pandit Jawaharlal Nehru Ji on his death anniversary.,narendramodi
446,????? ???????? '?????????? ????????????' ????????????. https://t.co/x3kKfPmAJD,narendramodi
447,?????????? ??????? ??????? ???? ?????????????????? ????? ??????? ??????? ??????? ?? ?????????????? ??????? ???????. ??? ?????????? ?????????? ???????? ????????????? ?????? ???????? ??????? ???? ????????????? ??? ????????????????????. https://t.co/mpyRpp1RFd,narendramodi
448,????? ?????????? ??????? ?????? ????????????? ????? ???????? ??????? ???? ??????? ???????????? ??????? ????????. https://t.co/zNtbhm7WM6,narendramodi
449,"????? ???? ?????????, ????????????, ????? ?????????? ??????????. https://t.co/R5yjZPYqD0",narendramodi
450,"At 10 AM tomorrow, 27th May I will take part in the Bharat Drone Mahotsav 2022. This forum brings together key stakeholders including StartUps with the aim of increasing India’s presence in the sector. I’d urge all those interested in tech and innovation to watch the programme.",narendramodi
451,Boosting ‘Ease of Living’ for the people of Tamil Nadu https://t.co/K6byDzgQmE,narendramodi
452,Chennai’s Light House project is special for numerous reasons. It illustrates our commitment to delivering the best possible infrastructure for the poor. https://t.co/r1S7gnDdab,narendramodi
453,I assure you all that the Government of India is providing all possible support to Sri Lanka. India will continue to stand with Sri Lanka. https://t.co/PnW0tbZ1BT,narendramodi
454,The NDA Government is making numerous efforts to popularise Tamil culture and language. https://t.co/FG8jEqhHRe,narendramodi
455,We have widened the scope of what counts as infrastructure and are also focusing on timely completion of projects. https://t.co/eGiJoOsYuY,narendramodi
456,"Nations which have given top priority to infrastructure have prospered. 

Our Government is upgrading social and physical infrastructure. This will benefit the coming generations. https://t.co/0Ely1mQfDS",narendramodi
457,Tamil language is eternal and Tamil culture is global. https://t.co/rXieEzpyTd,narendramodi
458,It is always special to be in Tamil Nadu. Speaking at launch of development initiatives in Chennai. https://t.co/YFQoEiySIj,narendramodi
459,??????? ????? ?????? ??? ????????? ????????? ????? ???????? ???? ???? ?????????? ??????. https://t.co/MY70LHzdSL,narendramodi
460,???? ?????? ?????????????? ???? ??????????? ???????? ????????????? ???????????????. ??????????? ??????? ????????? ???????????? ????? ??????????? ?????? ????????. https://t.co/YpsvaGPte0,narendramodi
461,"??????????? ????????? ???? ????????? ??? ????? ???????. ????????? ????????????????? ??????????? ???????? ?? ???????? ??????? ??????? ???????????.

@BJP4Telangana ??????? ????? ??????? ????????????. https://t.co/xMtFgm8qdl",narendramodi
462,???? ?? Future-ready ????? ?? ??? ???? ?? ????????? ???? ???? ?? ???? ?????????? ???? ????? ?? ???? ?????? ??????????? ?? ???? ?????? ?????? https://t.co/eIXTEdKgzU,narendramodi
463,"???? 8 ??? ?? ????? ??? ?? ???? ???? ?? 3 ??? ?? ??????, ?? ?? ??? ???? ??? ??????… https://t.co/WViTof5QiY",narendramodi
464,The Government of India will always encourage young talent which can provide solutions to pressing global challenges. @ISBedu https://t.co/Lu2PAJOCUU,narendramodi
465,The world believes India means business and a major reason for that is institutions like @ISBedu which nurtures business leaders and wealth creators of the future. https://t.co/L3hhXWdSRj,narendramodi
466,The people of Telangana must beware of those whose superstitious beliefs come in the way of their administration. https://t.co/BeKf5JCwGz,narendramodi
467,We want to create an Aatmanirbhar Bharat where our youth are job creators. The NDA Government at the Centre is supporting StartUps and innovation. https://t.co/DPvAipixt1,narendramodi
468,"Dynastic politics is the biggest enemy of youth's aspiration. Dynastic parties, like the one ruling in Telangana, only think about their own selves. 

@BJP4Telangana thinks about the people of Telangana. https://t.co/5YWhIM52ms",narendramodi
469,Addressing a programme to mark 20th year celebrations of @ISBedu in Hyderabad. https://t.co/CKZpz2bZle,narendramodi
470,Landed to a warm welcome in Hyderabad. Watch. https://t.co/419lI4lvV0,narendramodi
471,"During yesterday’s PRAGATI meeting, 8 key projects worth almost Rs. 60,000 crore were reviewed. Also reviewed aspects relating to the National Broadband Mission and PM GatiShakti National Master Plan. https://t.co/BOmFPSD0rQ",narendramodi
472,"The foundation stones will be laid for key projects such as:

Bengaluru-Chennai Expressway.

Redevelopment of 5 stations - Chennai Egmore, Rameswaram, Madurai, Katpadi and Kanniyakumari.

Multi Modal Logistic Park at Chennai. https://t.co/4jZFBipZ0a",narendramodi
